PDE,Description,Supp Part No,EAN,Generic,Inventory Group,Document Display,Price GST Inc,Price GST Exc
458252,Appese Tab 2mg 28,7003530,9350299003888,Ropinirole Hydrochloride 2mg Tab,6,,96.76,87.96
458279,Palm BB Hvnl Van Moist BWash 750mL,1506274,8850006493694,,2,,9.09,8.26
458309,Lipigem Tab 600mg Blt 60,400008605,9323610003980,Gemfibrozil 600mg Tab,5,,9.8,8.91
458333,Palm BBButter CConut Joj BWash750mL,1506275,8850006493700,,2,,9.09,8.26
458341,Vital PrtnCllgnPeptidesU/Flavr 284g,12500283,850017983717,,2,,31.41,28.55
458376,Vital Prtns Mrne Cllgn U/Flavr 221g,12500294,850017983731,,2,,41.69,37.9
458384,Vital PrtnCllgnCreamer VanFlavr300g,12500292,850026494099,,2,,31.41,28.55
458392,Vital Prtn Cllgn CreamerCConut 293g,12500293,850026494082,,2,,31.69,28.81
458406,Vital Prtn Cllgn PeptidesSach20x10g,12488860,7613287654311,,2,,41.59,37.81
458414,Nivea Pearl & Beauty Frag ROn 50ml,85346,4005900922694,,2,,3.84,3.49
458430,Gaia Nat Baby Foam Wash&SPoo 150ml,4725-SRT,9332059001303,,2,,9.06,8.24
458449,Centrum Rest & Rnw Cap 100,6E+13,9300673864611,,2,,29.11,26.46
458457,Centrum Cllgn Boost & Glow Tab 100,6E+13,9300673866653,,2,,44.55,40.5
458511,DCraig Sodium Bicarb 500g,101440,9315676009204,Sodium Bicarbonate Pwd,6,,44.42,40.38
458562,Centrum Mind & Memory Cap 100,6E+13,9300673867162,,2,,44.55,40.5
458570,Nestle ButMen Liq Cntr x24,12260742,93625067,,2,,41.91,38.1
458600,L/Med T Skn Sens 5x7.2cm 5Pk,76464-00,4042809669787,,2,,11.51,10.46
458619,DCraig Sorb Crm Aqueous 500g,101453,9315676004506,Cetomacrogol Sorbolene Crm,2,,12,10.91
458627,L/Med Skn Sens 5x7.2cm 5Pk,71239-04,4042809801538,,2,,6.47,5.88
458678,Trust Loratadine Tab 10mg 30,855122,9335737000414,Loratadine 10mg Tab,2,,4.94,4.49
458694,Zoton FasTabs 15mg 28,22640,9313212107476,Lansoprazole 15mg Tab,5,,9.23,8.39
458708,L/Med Skn Sens 8x10cm 5Pk,71239-05,4042809801576,,2,,10.01,9.1
458724,Memanxa Tab 10mg Blst 56,7003946,9350299005707,Memantine 10mg Tab,5,,32.82,29.84
458740,Tamsil Tab 250mg 42,7002114,9350299000016,Terbinafine Hcl 250mg Tab,5,,13.89,12.63
458821,Tiger Balm Red Strg 18g,5000026842,8888650404087,,2,,7.36,6.69
458848,Tiger Balm Wht Regular 18g,5000026843,8888650403080,,2,,7.36,6.69
458856,Betnovate 1/2 Crm 15g,3570,9316626101931,Betamethasone Valerate 0.05% Crm,5,,5.78,5.25
458945,OGX Kera Oil XS SPoo 385ml,79627838,52800676879,,2,,14.49,13.17
458953,OGX Kera Oil XS Cond 385ml,79627839,52800676886,,2,,14.49,13.17
458961,OGX Prpl Ton SPoo 385ml,79625419,52800676916,,2,,13.34,12.13
458988,OGX Prpl Ton Drps 118ml,79625480,52800677043,,2,,13.34,12.13
459062,Mestinon Timespan Tab 180mg 50,100999,9330130007169,Pyridostigmine 180mg Tab,5,,44.56,40.51
459089,Depend Brief Fitted Med 10 x4,19743,9310088005257,,2,,49.18,49.18
459097,Depend Brief Fitted Lge 8 x4,19744,9310088008463,,2,,36.21,36.21
459100,Neutrogena Acne Wash OFr 175ml,79630528,9300607379792,,2,,13.19,11.99
459135,Mircera PF Syr  30mcg/0.3ml 1  S100,14800,7640128014126,Methoxy 30mcg Polyethylene Glycol Epoetin Beta Pfs,5,,164.48,149.53
459143,SC LiquiFlex Ext Supp Insoles Sml,3200881,9300631008811,,2,,31.17,28.34
459151,Mircera PF Syr  50mcg/0.3ml 1  S100,14806,7640128014065,Methoxy 50mcg Polyethylene Glycol Epoetin Beta Pfs,5,,274.13,249.21
459178,Rikodeine Oral Liq 200ml         S3,100618,9314057000687,Dihydrocodeine Tartrate 19mg Sorbitol 4.4g Liq,1,,28.22,25.65
459186,SC LiquiFlex Ext Supp Insoles Lge,3200882,9300631008828,,2,,31.17,28.34
459194,Nexcare Flexi Tape Clr 25mm,70007020442,51131652996,,2,,4.48,4.07
459208,Nexcare Tegaderm +Pad Oval 3,AH019462839,9310063156622,,2,,10.07,9.15
459216,Mircera PF Syr  75mcg/0.3ml 1  S100,14812,7640128014072,Methoxy 75mcg Polyethylene Glycol Epoetin Beta Pfs,5,,399.19,362.9
459224,Mircera PF Syr 100mcg/0.3ml 1  S100,14818,7640128014089,Methoxy 100mcg Polyethylene Glycol Epoetin Beta Pfs,5,,516.27,469.34
459232,Audiplugs Flight Care & Cmfrt 1Pr,1183869,9351209000898,,2,,13.75,12.5
459275,Mircera PF Syr 120mcg/0.3ml 1  S100,14821,7640128014133,Methoxy 120mcg Polyethylene Glycol Epoetin Beta Pfs,5,,597.72,543.38
459283,Mircera PF Syr 200mcg/0.3ml 1  S100,14830,7640128014102,Methoxy 200mcg Polyethylene Glycol Epoetin Beta Pfs,5,,857.3,779.36
459291,Cerelac Rice 200G,12533707,7613032605872,,2,,5.64,5.64
459402,Herb/Ess AloeAvo Nourish SPoo 400ml,80727611,4987176103673,,2,,11.41,10.37
459488,Bosentan Tab RBX 125mg Blst 60 S100,1123260,8901296044414,Bosentan 125mg Tab,5,,183.93,167.21
459569,Bosentan Tab RBX 62.5mg Blst60 S100,1123259,8901296044407,Bosentan 62.5mg Tab,5,,183.93,167.21
459615,Gapentin Cap 300mg Blst 100,7002383,9350299003222,Gabapentin 300mg Cap,6,,10.59,9.63
459658,Pantene Cond Nourish Shn 350ml,82164021,4902430268097,,2,,6.66,6.05
459844,Bisolvon Chesty Forte Tab 8mg 50,343203,9351791000009,Bromhexine Hcl 8mg Tab,2,,15.44,14.04
459860,Kleenex Anti Bac Wet Wipes 15x7,21287,9310088005271,,2,,12.9,11.73
459909,Philips Avent A/ColicBabyBtle 125ml,SCY100/01,8720689009690,,2,,8.27,7.52
459925,Avent Feeding Btle PP 260ml TwnPk,SCY103/02,8720689009904,,2,,15.28,13.89
459933,Avent Feeding Btle Sgl 260ml BPA Fr,SCY103/01,8720689009751,,2,,8.9,8.09
459941,Kliogest  Tab 28,1169509,9324627000177,Estradiol 2mg Norethisterone Acetate 1mg Tab,6,,42.77,38.88
460052,Corams Gripe Water 200ml,CGW200,9318302123480,,2,,10.16,9.24
460060,Venclexta Tab 100mg Btle 120,20030294,8054083014029,Venetoclax 100mg Tab,5,,8025.61,7296.01
460109,Azithromycin Mylan Tab 500mg Blst 2,400533684,9323610011992,Azithromycin 500mg Tab,6,,4.71,4.28
460133,Nervoderm 5%w/w Lidocaine Patch 5,10040208,9317109036054,Patch,2,,27.92,25.38
460141,NortriTABS Tab 10mg Blst 50,1155274,5021691035770,Nortriptyline 10mg Tab,6,,4.2,3.82
460206,Cetaphil Gent Clns Bar 127g,82279,3029939230460,,2,,9.48,8.62
460214,Dermal Thrpy Sen Skn Wash 1Ltr,DT24000913,9329224000919,,2,,19.46,17.69
460222,Dermal Thrpy Sen Skn Wash 250ml,DT24000903,9329224000902,,2,,7.85,7.14
460230,Dermal Thrpy Sen Skn Ltn 750ml,DT24000937,9329224000933,,2,,17.29,15.72
460249,Dermal Thrpy Sen Skn Ltn 250mL,DT24000927,9329224000926,,2,,8.64,7.85
460354,Optive Sens UD 30 x0.4ml EDrps,96520ED,9315195934162,Carmellose Glycerin Drps,2,,14.26,12.96
460362,Metoclopramide 10mg/2ml 50 PF,1180627,9316795007065,Metoclopramide Hcl 10mg Amp,6,,44.78,40.71
460397,Avent Feeding Btle PP 125ml TwnPk,SCY100/02,8720689009706,,2,,14.01,12.74
460532,NortriTABS Tab 25mg Blst 50,1155275,5021691035787,Nortriptyline 25mg Tab,6,,5.27,4.79
460699,Diclofenac Tab 25mg Blst 50     SNZ,44035019,9322838006834,Diclofenac Sodium 25mg Tab,5,,2.98,2.71
460710,Sprycel Tab 100mg 30,1251315,9323820002308,Dasatinib 100mg Tab,5,,1376.87,1251.7
460818,Septrin Tab Forte 160/800mg 10,7002311,9350299003789,Trimethoprim 160mg Sulfamethoxazole 800mg Tab,5,,7.47,6.79
460869,Sunsilk Cond Vibrant Col 200ml,61062808,9300663464333,,2,,3.88,3.53
460877,Sunsilk Cond Damaged 200ml,61062809,9300663464340,,2,,3.88,3.53
460907,Sunsilk Cond Brlnt Shn 200ml,61062810,9300663464357,,2,,3.88,3.53
460915,Sunsilk Cond Strght 200ml,61062811,9300663464364,,2,,3.88,3.53
460923,Sunsilk Cond L&S 200ml,61062812,9300663464371,,2,,3.88,3.53
460974,Sunsilk SPoo Strgt 200ml,61062801,9300663464258,,2,,3.88,3.53
461040,Sunsilk SPoo Brlnt Shn 200ml,61062800,9300663464241,,2,,3.88,3.53
461172,Azathioprine Tab 50mg Blst 100  SNZ,44022655,9322838006490,Azathioprine 50mg Tab,5,,15.54,14.13
461199,Pravastatin Tab 40mg Blst 30    SNZ,44021391,9322838006704,Pravastatin Sodium 40mg Tab,5,,4.18,3.8
461202,Ciprofloxacin Tab 750mg Blst 14 SNZ,44112597,9322838011142,Ciprofloxacin Hcl 750mg Tab,5,,5.63,5.12
461237,Dulcolax Tab 5mg 50,345792,9351791000559,,2,,8.79,7.99
461245,Dulcolax Tab 5mg 80,345079,9351791000498,,2,,11.89,10.81
461253,Dulcolax Tab 5mg 200,345790,9351791000542,,2,,24.77,22.52
461318,Vimpat Tab  50mg 14,7006661,5413787104284,Lacosamide 50mg Tab,5,,9.68,8.8
461326,Vimpat Tab 100mg 14,7006662,5413787104291,Lacosamide 100mg Tab,5,,19.36,17.6
461334,Vimpat Tab 100mg 56,7006663,5413787104314,Lacosamide 100mg Tab,5,,77.42,70.38
461342,Vimpat Tab 150mg 14,7006664,5413787104307,Lacosamide 150mg Tab,5,,29.04,26.4
461350,Vimpat Tab 150mg 56,7006665,5413787104321,Lacosamide 150mg Tab,5,,116.12,105.56
461369,Vimpat Tab 200mg 56,7006666,5413787104338,Lacosamide 200mg Tab,5,,154.8,140.73
461474,Stalevo Tab 75mg18.75mg200mg100 SNZ,44091997,9319099002484,Levodopa 75mg Carbidopa 18.75mg Entacapone 200mg Tab,5,,63.01,57.28
461482,Stalevo Tab125mg31.25mg200mg100 SNZ,44091986,9319099002460,Levodopa 125mg Carbidopa 31.25mg Entacapone 200mg Tab,5,,69.06,62.78
461490,Mircera PF Syr 360mcg/0.6ml 1  S100,14842,7640128014140,Methoxy 360mcg Polyethylene Glycol Epoetin Beta Pfs,5,,1482.02,1347.29
461512,Nausetil Tab 5mg 10              S3,3110,9331134002211,Prochlorperazine 5mg Tab,1,,7.12,6.47
461598,Mitchum A/P ROn Wmn USc 50ml,7244850000,309975122053,,2,,4.08,3.71
461601,Nivea Men Deod ROn InvisB&WFrsh50ml,85970,4005900372628,,2,,3.84,3.49
461636,Nivea Men DeodSpry InvsB&WFrsh250ml,85976,4005900370976,,2,,6.68,6.07
461644,Nivea Deod ROn Invis B&W Frsh 50ml,88670,4005900372611,,2,,3.84,3.49
461660,Nivea Deod Spry Invis B&W Frsh250ml,88676,4005900370983,,2,,6.68,6.07
461695,Bosentan Tab Mylan 125mgBlst60 S100,400008316,9323610012852,Bosentan 125mg Tab,5,,124.98,113.62
461709,Zolinza Cap 100mg Btle 120,1025012,9317935023211,Vorinostat 100mg Tab,5,,4555.27,4141.15
461784,Oxycodone Juno 50mg/1mL Soln Amp x5,101742,9349029000556,Oxycodone Hydrochloride 50mg Inj Vial,6,,108.64,98.76
461792,Elecare LCP Pwd 400g,53510.14003,9340104000706,Amino Acids-synthetic Pwd,5,,26.8,26.8
461806,Coveram Tab 5mg/5mg  30,7006567,5391189200622,Perindopril Arginine 5mg Amlodipine 5mg Tab,5,,16.13,14.66
461814,Coveram Tab 5mg/10mg  30,7006568,5391189210607,Perindopril Arginine 5mg Amlodipine 10mg Tab,5,,17.2,15.64
461822,Coveram Tab 10mg/5mg  30,7006569,5391189220606,Perindopril Arginine 10mg Amlodipine 5mg Tab,5,,18.26,16.6
461830,Coveram Tab 10mg/10mg  30,7006571,5391189230612,Perindopril Arginine 10mg Amlodipine 10mg Tab,5,,19.35,17.59
461865,Oxycodone Juno 20mg/2mL Soln Amp x5,101741,9349029000549,Oxycodone Hydrochloride 20mg Inj Vial,6,,34.33,31.21
461873,Oxycodone Juno 10mg/1mL Soln Amp x5,101740,9349029000532,Oxycodone Hydrochloride 10mg/1ml Inj Vial,6,,17.12,15.56
461946,Huggies B/Wipes Ccmbr&Aloe RF 80x4,92777,9310088092776,,2,,23.95,21.77
461962,Rexona A/P Men Adventure 48Hr 250ml,21125826,9300663463817,,2,,7.37,6.7
461970,Nivea Sft Creme 200ml,89050,5025970022574,,2,,9.45,8.59
461989,Azacitidine ACC 100mg PwdrVial S100,AZA100F1VL1,9351101000002,Azacitidine 100mg Vial,5,,47.66,43.33
462136,Sensodyne Pronamel Gent Wht 110g,6E+13,9300673896391,,2,,8.09,7.35
462209,APO Lansoprazole Cap 30mg Blst 28,36,9338475000364,Lansoprazole 30mg Cap,5,,5.3,4.82
462225,Difflam XStre 5% Gel 75gm,100481,9314057006443,Benzydamine 5% Gel,2,,16.3,14.82
462292,Pregabalin Cap 25mg Blst 56     SNZ,44107584,9322838015997,Pregabalin 25mg Cap,5,,4.5,4.09
462314,Pregabalin Cap 75mg Blst 56     SNZ,44107612,9322838016000,Pregabalin 75mg Cap,5,,5.53,5.03
462349,Pregabalin Cap 150mg Blst 56    SNZ,44107621,9322838016017,Pregabalin 150mg Cap,5,,8.42,7.65
462365,Pregabalin Cap 300mg Blst 56    SNZ,44107599,9322838016024,Pregabalin 300mg Cap,5,,12.53,11.39
462594,Viclofen Tab 25mg Blst 20    S3 SNZ,44029096,9322838007008,,1,,2.5,2.27
462764,JF SB SPoo HLgt Act Lgt 250ml,2268702,717226505256,,2,,13.87,12.61
462810,JF SB Cond HLgt Act Lgt 250ml,2268802,717226005077,,2,,13.87,12.61
462853,Diclofenac Tab 50mg Blst 50     SNZ,44035040,9322838006841,Diclofenac Sodium 50mg Tab,5,,3.16,2.87
462918,Atenolol Tab 50mg Blst 30       SNZ,44056889,9322838006858,Atenolol 50mg Tab,5,,2.98,2.71
462977,Fosamax Plus D-Cal 70/140mcg Tab 4,400530933,9317935005187,Alendronate 70mg Colecalciferol 140mcg Calcium Carbonate 500mg Tab,6,,14.95,13.59
463035,Cardol Tab 80mg Blst 60,400533385,9323610011800,Sotalol Hcl 80mg Tab,5,,4.24,3.85
463043,APH Ibuprofen Tab 200mg 48,100320,9338475027606,Ibuprofen 200mg Tab,2,,2.32,2.11
463051,Olay Regen Micro Sculp Crm 50g,80694908,4902430734936,,2,,46.4,42.18
463078,Olay Regen Micro Sculp NCrm 50g,80756210,4902430735087,,2,,46.4,42.18
463086,Olay Regen Micro Sculp Crm FFr 48g,80694909,4902430734974,,2,,46.4,42.18
463094,Olay Regen Rvt NCrm 50g,80756209,4902430735001,,2,,39.47,35.88
463108,Olay Tot Eff 7in1 NCrm 50g,82312723,4902430735124,,2,,32.52,29.56
463132,Herb/Ess AloeAvo Nourish Cond 350ml,80692382,4987176103680,,2,,14.25,12.95
463140,Pantene ProV SPoo DlyMoistRnwl900ml,80789006,4902430637299,,2,,18.17,16.52
463167,Gabapentin Cap 300mg Blst 100   SNZ,44024822,9322838007169,Gabapentin 300mg Cap,5,,10.48,9.53
463183,Gabapentin Cap 400mg Blst 100   SNZ,44024823,9322838007176,Gabapentin 400mg Cap,5,,14.3,13
463213,Nicorette Gum Icy Mnt 2mg 105,43607066,9300607010749,,2,,33.39,33.39
463221,Nicorette Gum Icy Mnt 4mg  15,43619045,9300607010589,,2,,6.04,6.04
463248,Nicorette Gum Icy Mnt 4mg 105,43607067,9300607010763,,2,,33.39,33.39
463280,Ego Moov HLice SPoo 200ml,10382,9314839007279,,2,,16.74,15.22
463310,Fixomull Stretch  5cmx5m,47272-00,4042809017595,,2,,15.65,14.23
463329,Fixomull Stretch 10cmx2m,70022-01,4042809016574,,2,,10.08,9.16
463337,Claratyne D Repetab 12Hr 6,86973235,4057599003215,Pseudoephedrine Sulfate 120mg Loratadine 5mg Tab,1,,9.41,8.55
463353,Lisinopril Tab 5mg Blst 30      SNZ,44033459,9322838005486,Lisinopril Dihydrate 5mg Tab,5,,2.99,2.72
463361,BMores Super Magn Plus Tab 100,35025,9300807308882,,2,,23.83,21.66
463388,Certican Tab 1mg 60,720053,9319099002545,Everolimus Tab,5,,598.36,543.96
463523,Osmolax Rlf Chld 298g 35 Dose,5704,9313501057048,,2,,10,9.09
463574,Valtrex Tab 500mg 42,7002849,9350299003529,Valaciclovir 500mg Tab,5,,22.28,20.25
463647,Minims Tropicamide 1.0% 20,103188,9320344000452,Tropicamide 1% Sach,6,,64.89,58.99
463817,Colonlytely Sach Orig 70g,1010,9318372010109,Macrogol 3350 68.58g Sach,1,,4.66,4.24
463965,CH Own ProCalm Tab 10,7002597,9350299004670,Prochlorperazine 5mg Tab,1,,4.18,3.8
463973,Doxycycline Cap 100mg 21,60333,9334820000133,Doxycycline 100mg Cap,5,,12.25,11.14
463981,Doxycycline Cap 100mg 7,60334,9334820000126,Doxycycline 100mg Cap,5,,4.65,4.23
464007,Doxycycline Cap 50mg 25,60335,9334820000140,Doxycycline 50mg Cap,5,,6.01,5.46
464147,Protec Vit E Crm 250g,4501,9314807005689,,2,,12.06,10.96
464295,Lansinoh Tube 50g,5310,9313501053101,,2,,23.56,21.42
464457,Astrix Cap 100mg 140,60493,9334820000157,,2,,12.42,11.29
464481,Canesten Topical Clot Crm 20gm,80620152,9310160816634,Clotrimazole 10mg/g Crm,2,,11.04,10.04
464570,Mezavant 1.2g Tab 60,7005131,9344359000054,Mesalazine 1.2g Tab,5,,85.43,77.66
464678,Energizer Phot ELCR2T,E000030800,8888021300642,,2,,11.22,10.2
464945,Reef Moist Oil Spry SPF15 220ml,103484,9314057011539,,2,,13.69,13.69
465046,Reef Moist Oil Spry SPF30 220ml,103368,9314057011201,,2,,13.69,13.69
465240,Milton ABac Wipes 30pk,56570-MI70067,3361370700677,,2,,3.82,3.47
465267,L/Fix 2121 Tape 1.25cmx5m,02121-00,4042809028997,,2,,6.17,5.61
465275,L/Fix 2122 Tape 2.50cmx5m,02122-00,4042809029017,,2,,9.99,9.08
465283,Milton Baby Btle Clnr,56567-MI00504,3361370683956,,2,,4.63,4.21
465305,ProFeme 10% Progesterone Crm 50ml,AUD Profeme 10,9369998212187,Progesterone 100mg Crm,6,,67.89,61.72
465313,AndroFeme 1% Testosterone Crm 50ml,AUD AndroFeme 1,9369998113354,Testosterone 10mg Crm,6,,103.21,93.83
465348,AndroForte 5% Testosterone Crm 50ml,AUD Andorforte 5,9369999052614,Testosterone 50mg Crm,5,,102.21,92.92
465356,Moclobemide Tab 300mg Blst 60   SNZ,44035218,9322838006735,Moclobemide 300mg Tab,5,,11.51,10.46
465372,Pravastatin Tab 10mg Blst 30    SNZ,44021389,9322838006681,Pravastatin Sodium 10mg Tab,5,,2.98,2.71
465380,Pravastatin Tab 20mg Blst 30    SNZ,44021390,9322838006698,Pravastatin Sodium 20mg Tab,5,,3.28,2.98
465453,Huggies B/Wipes CConut RF 80 x4,92790,9310088010787,,2,,23.95,21.77
465739,Chlorhex Surg Scrub 4% 500ml,5000023557,9319912014496,Chlorhexidine 4% Soln,2,,13.43,12.21
465755,Lanolin BP Tube 20g ,5000023629,9319912015998,Lanolin Oint,2,,3.47,3.15
465763,Crosuva Tab 5mg Blst 30,7003058,9350299004168,Rosuvastatin 5mg Tab,5,,2.98,2.71
465879,SP Clear Tip Digital Therm CDU x20,6348,9313776063485,,2,,92.06,83.69
466034,Clopidogrel Winthrop Tab 75mg 28,344888,9319733002375,Clopidogrel 75mg Tab,5,,4.5,4.09
466077,Tracrium Inj 50mg 5ml 5,7855,9331134927163,Atracurium 50mg Inj,6,,46.12,41.93
466166,Ice Spry 90g/150ml,218,9310263001432,,2,,11.25,10.23
466190,Galvus 50mg Tab 60,761235,9319099864457,Vildagliptin 50mg Tab,5,,40.34,36.67
466204,Periactin Tab 4mg 100,400551115,9323610014894,Cyproheptadine 4mg Tab,1,,7.82,7.11
466298,Value Choice Ibuprofen Tab 200mg 24,2325462A,9340404000031,Ibuprofen 200mg Tab,2,,1.94,1.76
466336,Skyn Ltx/Fr Condom 10,260053,9352417000533,,2,,8.68,8.68
466344,Ego QV Flare Up Crm 100g,11893,9314839006791,,2,,10.29,9.35
466360,Ego QV Flare Up Wash 150ml,10383,9314839006968,,2,,10.29,9.35
466379,Ego Azclear Actn Ltn 25g,11681,9314839013720,,2,,12.62,11.47
466387,Ego Azclear Foam Wash 150ml,11682,9314839005688,,2,,11.11,10.1
466506,Ursofalk Susp 250mg/5ml Btle 250ml,DRF-110021,9355795003028,Ursodeoxycholic Acid 250ml/5ml Susp,6,,202.4,184
466514,Favic Tab 500mg 30,7002172,9350299000160,Famciclovir 500mg Tab,5,,30.42,27.65
466530,Libra Girl Pad Reg 12 x6,2309631,9325344000082,,2,,41.08,41.08
466549,Favic Tab 500mg 56,7002173,9350299000177,Famciclovir 500mg Tab,5,,56.78,51.62
466581,Libra Girl Pad G/Nght 10 x6,2310712,9325344002116,,2,,41.08,41.08
466603,Tena Pant Nght Lge 12 x2,796614,7322540839920,,2,,48.45,48.45
466611,APH OsteoRlf Paracetamol665mgBtl100,100243,9338475026807,Paracetamol 665mg Tab,1,,4.33,3.94
466697,T/Plant Acne FWash 150ml,TTACNEW,9312146006763,,2,,10.09,9.17
466700,Colg TBr Twister Frsh Adt Sft x8,1051972,9300632001309,,2,,21.57,19.61
466719,Colg TBr Twister Frsh Adt Med x8,1051970,9300632001248,,2,,21.57,19.61
466824,Multi-Gyn Actv Gel 50ml,56502,8714207410501,,2,,18.47,16.79
466832,Nuelin Syr 500ml,100092,9314057000922,Theophylline 133.3mg Syp,5,,5.28,4.8
466859,Vepesid Cap  50mg 20,107269,9339212001811,Etoposide 50mg Cap,5,,456.83,415.3
467162,Claratyne Chld Grape Chw Tab 10,88047443,4057599004922,Loratadine 5mg Chew Tab,2,,12.29,11.17
467286,Dicarz Tab 6.25mg Blst 60,400008349,9323610006899,Carvedilol 6.25mg Tab,5,,4.77,4.34
467294,Dicarz Tab   25mg Blst 60,400008348,9323610006912,Carvedilol 25mg Tab,5,,5.67,5.15
467308,Nordip Tab 5mg Blst 30,400008264,9323610006929,Amlodipine 5mg Tab,5,,2.98,2.71
467316,Nordip Tab 10mg Blst 30,400008263,9323610007070,Amlodipine 10mg Tab,5,,2.98,2.71
467375,Neutrogena Acne Wash G/Fr OFr 175ml,26205101,9300607560220,,2,,13.19,11.99
467391,Sustagen Hosp Frmla Actv Choc840gAU,12338427,7613036083485,,2,,28.8,28.8
467413,Sustagen Hosp Frmla Actv Van 840g,12338426,7613036083461,,2,,28.8,28.8
467421,Three 3TC Tab 150mg 60         S100,27596,9347727001110,Lamivudine 150mg Tab,5,,48.69,44.26
467448,Sustagen Hosp Frmla ActvNeutral840g,12339186,7613036095891,,2,,28.8,28.8
467456,Sustagen Hosp Frmla Actv Coff840gAU,12339185,7613036095877,,2,,28.8,28.8
467464,Panafcort Tab 25mg  30,480,93476225,Prednisone 25mg Tab,5,,3.45,3.14
467480,Hydralyte Eff App BCurr Tab 20,HLEAB20,9317039001078,,2,,11.72,10.65
467499,Sustagen Actv +Fibre Van 840g,12338428,7613036083508,,2,,30.81,30.81
467502,Hydralyte Eff Orng Tab 20,HLEOR20,9317039001061,,2,,11.72,10.65
467510,Sustagen Actv +Fibre Choc 840g,12338453,7613036083904,,2,,30.81,30.81
467553,Optifast VLCD Dessert Lem 53g 8Pk,12335967,7613036045865,,2,,24.97,24.97
467669,Urorec Cap 8mg Blst 30,60773,9334820001055,Silodosin 8mg Cap,6,,34.6,31.45
467677,APO UrsodeoxycholicAcid Cap250mg100,100131,9338475026326,Ursodeoxycholic Acid 250mg Cap,5,,113.47,103.15
467685,Nivea Sun A/Sun Ltn 200ml,80464,4005808550289,,2,,6.36,5.78
467693,APH OsteoRlf Paracetamol665mgBlst96,100210,9338475017669,Paracetamol 665mg Tab,5,,4.14,3.76
467804,Gillette Venus Sens Disp Raz 3 Pk,82317035,7702018038275,,2,,9.24,8.4
467928,Lyzalon Cap 75mg Blst 56,400553599,9323610013088,Pregabalin 75mg Cap,5,,5.4,4.91
467952,Lyzalon Cap 25mg Blst 56,400553598,9323610013071,Pregabalin 25mg Cap,5,,4.5,4.09
467979,Lyzalon Cap 300mg Blst 56,400553601,9323610013101,Pregabalin 300mg Cap,5,,12.24,11.13
467987,Fosamax Plus Tab 70mg/140 4,400530939,840164514162,Alendronate 70mg Colecalciferol 140mcg Tab,5,,7.81,7.1
468134,Lyzalon Cap 150mg Blst 56,400553600,9323610013095,Pregabalin 150mg Cap,5,,8.21,7.46
468258,Olay Regen Micro Sculp Serum 50ml,80756383,4902430293358,,2,,46.4,42.18
468274,Vimpat Inj 200mg/20ml Vial x5,CIA01165,5413787104345,Lacosamide 200mg Vial,6,,366.1,332.82
468282,RBX Topiramate Tab 25mg  60,1096192,8901296022405,Topiramate 25mg Tab,5,,4.37,3.97
468290,RBX Topiramate Tab 50mg  60,1096193,8901296022412,Topiramate 50mg Tab,5,,6.58,5.98
468304,RBX Topiramate Tab 100mg 60,1096194,8901296022429,Topiramate 100mg Tab,5,,10.35,9.41
468312,RBX Topiramate Tab 200mg 60,1096195,8901296022436,Topiramate 200mg Tab,5,,17.39,15.81
468320,KP24 HLice Med Ltn 100ml,300001,9314807000691,,2,,15.07,13.7
468339,KP24 HLice Med Foam 100ml,300000,9314807000684,,2,,15.07,13.7
468398,Terbinafine DRLA Tab 250mg 42,TERB25042,8901148238770,Terbinafine Hcl 250mg Tab,5,,11.99,10.9
468436,APO Carvedilol Tab 6.25mg Blst 60,1775,9338475017751,Carvedilol 6.25mg Tab,5,,4.77,4.34
468444,APO Carvedilol Tab 12.5mg Blst 60,1789,9338475017898,Carvedilol 12.5mg Tab,5,,5.97,5.43
468649,Resource Thick Up Clr 125g,12132987,7613032720322,,2,,12.85,12.85
468657,Resource Thick Up Clr 900g,12114005,7613032720278,,2,,77.33,77.33
468673,Glen 20 Crisp Linen Scnt 175g,357054,9300701985448,,2,,5.79,5.26
468746,T/Plant TTree Antis Oint 30g,TTOIN30,9312146007753,,2,,6.72,6.11
468754,T/Plant TTree Antis Crm 100g,TTACREAM,9312146006633,,2,,7.44,6.76
468800,Palm DWh Liq Reg 500ml x12,1221359,93632157,,2,,37.77,34.34
468916,Metsal Crm Tub 500g,100439,9314057006559,,2,,24.84,22.58
468983,Azarga EDrps 5ml,102074,9319099862576,Brinzolamide 1% Timolol 0.5% Drps,5,,14.37,13.06
468991,Finish Class Tab 110,3168683,9300701398019,,2,,19.55,17.77
469009,Tegretol Tab 100mg 100,727646,9319099001050,Carbamazepine 100mg Tab,5,,8.16,7.42
469025,Le Tan In Le Can Brnz 150g,5358A,9300703053589,,2,,11.31,10.28
469033,Le Tan In Le Can Deep Brnz 150g,5359A,9300703053596,,2,,11.31,10.28
469203,Telfast 180mg Tab 50,346552,9319733002290,Fexofenadine Hydrochloride 180mg Tab,2,,44.57,40.52
469289,Simponi Auto Inj Pen 50mg/0.5ml x1,AN387579,9317376875790,Golimumab 50mg Inj,5,,1208.43,1098.57
469297,Nivea Men Deod ROn Invis B&W 50ml,82245,4005900036599,,2,,3.84,3.49
469300,Simponi P/F Syr 50mg 0.5ml x1,AN387695,9317376876957,Golimumab 50mg Inj,5,,1208.43,1098.57
